S1_over_S0,S2_over_S0,S3_over_S0
-2.86479425334711e-17,7.84168996653194e-15,-1
-7.05213834687243e-11,-0.56151927941724,-0.827368929571123
-1.31166755690501e-10,-0.929021559364667,-0.369177568056293
-1.83286427841582e-10,-0.975637956091248,0.216149679327929
-2.28051042517446e-10,-0.685517858153373,0.726333367677269
-2.66474215568599e-10,-0.15922613718352,0.985259138121395
-2.99433783101112e-10,0.421172950574992,0.903872602886318
-3.27688914905325e-10,0.855202501760408,0.510858687220991
-3.51895686996887e-10,0.993334342337869,-0.0574809024186746
-3.72621482045763e-10,0.788587786493709,-0.604575533782227
-3.90355637657559e-10,0.312531068113316,-0.941684670042671
-4.05520446201955e-10,-0.269772222703983,-0.953117565228621
-4.18480049585492e-10,-0.757088268179365,-0.636000009369701
-4.29547821317405e-10,-0.981669115864622,-0.100897204584776
-4.38994537071888e-10,-0.867089474721081,0.466794440219987
-4.47052332268959e-10,-0.454290918633598,0.871184444656479
-4.5392112386165e-10,0.113054205137105,0.973592007847781
-4.59772721377771e-10,0.638624115960989,0.740179007314962
-4.64754670150058e-10,0.941490001959376,0.253126254297972
-4.6899335646894e-10,0.918499527364806,-0.318336033154363
-4.7259751359139e-10,0.579458025057235,-0.776819006277003
-4.75660380047361e-10,0.043091932660956,-0.965062220770717
-4.7826153785874e-10,-0.504583752262927,-0.819955949508908
-4.80468938214732e-10,-0.874875215580166,-0.393712956965921
-4.82341308212594e-10,-0.941521223810737,0.164917048563752
-4.83928542541379e-10,-0.683804256948635,0.662631258992953
-4.85272683173825e-10,-0.192921395745985,0.92856331570893
-4.8641122441406e-10,0.36031661440329,0.873028213056936
-4.87373824236538e-10,0.785006713232355,0.517796170648829
-4.88188108590712e-10,0.936124621014377,-0.0123326853532475
-4.88876216356524e-10,0.764114272901878,-0.533424252372811
-4.89457511448684e-10,0.331116572038105,-0.866319277281667
-4.8994742586794e-10,-0.21146805757274,-0.898318060070228
-4.90361077316372e-10,-0.675984550348171,-0.621373055520679
-4.9070996340892e-10,-0.903515134701363,-0.133833590297385
-4.91003345093103e-10,-0.818317810185503,0.394501808284669
-4.91250843572631e-10,-0.453039096600783,0.781598755372467
-4.91458316206058e-10,0.0636902654023748,0.895989957929693
-4.91633454065534e-10,0.552595135204703,0.701471382855248
-4.91780188324725e-10,0.846034282309442,0.268480327036518
-4.91903535116955e-10,0.845554444314973,-0.251388873900173
-4.92006938494441e-10,0.554936517644346,-0.678517171925682
-4.92093901821357e-10,0.0776381161723637,-0.867398344433648
-4.92166444667826e-10,-0.420048932379942,-0.756258989991647
-4.92227303373464e-10,-0.767000716874622,-0.387222484012974
-4.92278385723393e-10,-0.846168959007636,0.109549373434179
-4.9232128183884e-10,-0.634092372428842,0.56179900258469
-4.92356510917308e-10,-0.207666745443509,0.814971364749052
-4.92386514845882e-10,0.283704727428664,0.785085855806843
-4.92411649358544e-10,0.670503409867696,0.486576880430163
-4.92432253710492e-10,0.821640164620684,0.0258810938244231
-4.92450012861737e-10,0.68891264526364,-0.436516276085979
-4.92463665414247e-10,0.322288183373198,-0.742040184653721
-4.92476101233595e-10,-0.148797834980087,-0.788458932326748
-4.92485881770702e-10,-0.561161585420637,-0.564089395624929
-4.92494384744021e-10,-0.774450329645311,-0.150332023836782
-4.92501463906268e-10,-0.718946099040826,0.307820279672362
-4.92507109736571e-10,-0.418301027366078,0.652626716346961
-4.92512220084794e-10,0.0201886394258333,0.767954339471167
-4.92515779529278e-10,0.443867591667284,0.618398894009342
-4.9251904026897e-10,0.707906023967323,0.259991285429417
-4.92521985189987e-10,0.724840482652143,-0.180683141472029
-4.92524032167263e-10,0.493514228423682,-0.55120476252707
